# Sample_Diag-excap17-13000766100-KIT-AI50Mbv5
NOTCH1__NM_017617__exon34	100%	1/1 (100%)
NOTCH1__NM_017617__exon33	100%	0/0 (100%)
NOTCH1__NM_017617__exon32	100%	0/0 (100%)
NOTCH1__NM_017617__exon31	100%	0/0 (100%)
NOTCH1__NM_017617__exon30	100%	0/0 (100%)
NOTCH1__NM_017617__exon29	100%	1/1 (100%)
NOTCH1__NM_017617__exon28	100%	1/1 (100%)
NOTCH1__NM_017617__exon27	100%	0/0 (100%)
NOTCH1__NM_017617__exon26	100%	2/2 (100%)
NOTCH1__NM_017617__exon25	100%	4/4 (100%)
NOTCH1__NM_017617__exon24	100%	0/0 (100%)
NOTCH1__NM_017617__exon23	100%	0/0 (100%)
NOTCH1__NM_017617__exon22	100%	0/0 (100%)
NOTCH1__NM_017617__exon21	100%	0/0 (100%)
NOTCH1__NM_017617__exon20	100%	2/2 (100%)
NOTCH1__NM_017617__exon19	100%	0/0 (100%)
NOTCH1__NM_017617__exon18	100%	0/0 (100%)
NOTCH1__NM_017617__exon17	100%	0/0 (100%)
NOTCH1__NM_017617__exon16	100%	0/0 (100%)
NOTCH1__NM_017617__exon15	100%	0/0 (100%)
NOTCH1__NM_017617__exon14	100%	0/0 (100%)
NOTCH1__NM_017617__exon13	100%	2/2 (100%)
NOTCH1__NM_017617__exon12	100%	1/1 (100%)
NOTCH1__NM_017617__exon11	100%	1/1 (100%)
NOTCH1__NM_017617__exon10	100%	0/0 (100%)
NOTCH1__NM_017617__exon9	100%	0/0 (100%)
NOTCH1__NM_017617__exon8	100%	0/0 (100%)
NOTCH1__NM_017617__exon7	100%	0/0 (100%)
NOTCH1__NM_017617__exon6	100%	0/0 (100%)
NOTCH1__NM_017617__exon5	100%	1/1 (100%)
NOTCH1__NM_017617__exon4	100%	2/2 (100%)
NOTCH1__NM_017617__exon3	100%	0/0 (100%)
NOTCH1__NM_017617__exon2	100%	0/0 (100%)
NOTCH1__NM_017617__exon1	0%	0/0 (100%)
ACTA2__NM_001613__exon9	100%	2/2 (100%)
ACTA2__NM_001613__exon8	100%	5/5 (100%)
ACTA2__NM_001613__exon7	100%	6/6 (100%)
ACTA2__NM_001613__exon6	100%	8/8 (100%)
ACTA2__NM_001613__exon5	100%	3/3 (100%)
ACTA2__NM_001613__exon4	100%	4/4 (100%)
ACTA2__NM_001613__exon3	100%	5/5 (100%)
ACTA2__NM_001613__exon2	100%	5/5 (100%)
ALDH18A1__NM_002860__exon18	100%	2/2 (100%)
ALDH18A1__NM_002860__exon17	100%	0/0 (100%)
ALDH18A1__NM_002860__exon16	100%	0/0 (100%)
ALDH18A1__NM_002860__exon15	100%	1/1 (100%)
ALDH18A1__NM_002860__exon14	100%	0/0 (100%)
ALDH18A1__NM_002860__exon13	100%	0/0 (100%)
ALDH18A1__NM_002860__exon12	100%	1/1 (100%)
ALDH18A1__NM_002860__exon11	100%	0/0 (100%)
ALDH18A1__NM_002860__exon10	100%	0/0 (100%)
ALDH18A1__NM_002860__exon9	100%	0/0 (100%)
ALDH18A1__NM_002860__exon8	100%	0/0 (100%)
ALDH18A1__NM_002860__exon7	100%	0/0 (100%)
ALDH18A1__NM_002860__exon6	100%	0/0 (100%)
ALDH18A1__NM_002860__exon5	100%	0/0 (100%)
ALDH18A1__NM_002860__exon4	100%	0/0 (100%)
ALDH18A1__NM_002860__exon3	100%	2/2 (100%)
ALDH18A1__NM_002860__exon2	100%	0/0 (100%)
SLC39A13__NM_152264__exon2	100%	1/1 (100%)
SLC39A13__NM_152264__exon3	100%	0/0 (100%)
SLC39A13__NM_152264__exon4	100%	1/1 (100%)
SLC39A13__NM_152264__exon5	100%	0/0 (100%)
SLC39A13__NM_152264__exon6	100%	0/0 (100%)
SLC39A13__NM_152264__exon7	100%	0/0 (100%)
SLC39A13__NM_152264__exon8	100%	0/0 (100%)
SLC39A13__NM_152264__exon9	100%	0/0 (100%)
SLC39A13__NM_152264__exon10	100%	0/0 (100%)
EFEMP2__NM_016938__exon11	100%	1/1 (100%)
EFEMP2__NM_016938__exon10	100%	1/1 (100%)
EFEMP2__NM_016938__exon9	100%	0/0 (100%)
EFEMP2__NM_016938__exon8	100%	2/2 (100%)
EFEMP2__NM_016938__exon7	100%	2/2 (100%)
EFEMP2__NM_016938__exon6	100%	1/1 (100%)
EFEMP2__NM_016938__exon5	100%	3/3 (100%)
EFEMP2__NM_016938__exon4	100%	1/1 (100%)
EFEMP2__NM_016938__exon3	100%	0/0 (100%)
EFEMP2__NM_016938__exon2	100%	1/1 (100%)
COL2A1__NM_001844__exon54	100%	15/15 (100%)
COL2A1__NM_001844__exon53	100%	8/8 (100%)
COL2A1__NM_001844__exon52	100%	9/9 (100%)
COL2A1__NM_001844__exon51	100%	14/14 (100%)
COL2A1__NM_001844__exon50	100%	17/17 (100%)
COL2A1__NM_001844__exon49	100%	7/7 (100%)
COL2A1__NM_001844__exon48	100%	8/8 (100%)
COL2A1__NM_001844__exon47	100%	3/3 (100%)
COL2A1__NM_001844__exon46	100%	6/6 (100%)
COL2A1__NM_001844__exon45	100%	7/7 (100%)
COL2A1__NM_001844__exon44	100%	8/8 (100%)
COL2A1__NM_001844__exon43	100%	11/11 (100%)
COL2A1__NM_001844__exon42	100%	18/18 (100%)
COL2A1__NM_001844__exon41	100%	6/6 (100%)
COL2A1__NM_001844__exon40	100%	6/6 (100%)
COL2A1__NM_001844__exon39	100%	8/8 (100%)
COL2A1__NM_001844__exon38	100%	8/8 (100%)
COL2A1__NM_001844__exon37	100%	2/2 (100%)
COL2A1__NM_001844__exon36	100%	6/6 (100%)
COL2A1__NM_001844__exon35	100%	8/8 (100%)
COL2A1__NM_001844__exon34	100%	8/8 (100%)
COL2A1__NM_001844__exon33	100%	9/9 (100%)
COL2A1__NM_001844__exon32	100%	7/7 (100%)
COL2A1__NM_001844__exon31	100%	3/3 (100%)
COL2A1__NM_001844__exon30	100%	5/5 (100%)
COL2A1__NM_001844__exon29	100%	4/4 (100%)
COL2A1__NM_001844__exon28	100%	2/2 (100%)
COL2A1__NM_001844__exon27	100%	7/7 (100%)
COL2A1__NM_001844__exon26	100%	5/5 (100%)
COL2A1__NM_001844__exon25	100%	5/5 (100%)
COL2A1__NM_001844__exon24	100%	6/6 (100%)
COL2A1__NM_001844__exon23	100%	14/14 (100%)
COL2A1__NM_001844__exon22	100%	8/8 (100%)
COL2A1__NM_001844__exon21	100%	15/15 (100%)
COL2A1__NM_001844__exon20	100%	4/4 (100%)
COL2A1__NM_001844__exon19	100%	15/15 (100%)
COL2A1__NM_001844__exon18	100%	1/1 (100%)
COL2A1__NM_001844__exon17	100%	5/5 (100%)
COL2A1__NM_001844__exon16	100%	6/6 (100%)
COL2A1__NM_001844__exon15	100%	5/5 (100%)
COL2A1__NM_001844__exon14	100%	6/6 (100%)
COL2A1__NM_001844__exon13	100%	4/4 (100%)
COL2A1__NM_001844__exon12	100%	3/3 (100%)
COL2A1__NM_001844__exon11	100%	5/5 (100%)
COL2A1__NM_001844__exon10	100%	3/3 (100%)
COL2A1__NM_001844__exon9	100%	5/5 (100%)
COL2A1__NM_001844__exon8	100%	2/2 (100%)
COL2A1__NM_001844__exon7	100%	5/5 (100%)
COL2A1__NM_001844__exon6	100%	1/1 (100%)
COL2A1__NM_001844__exon5	100%	0/0 (100%)
COL2A1__NM_001844__exon4	100%	1/1 (100%)
COL2A1__NM_001844__exon3	100%	1/1 (100%)
COL2A1__NM_001844__exon2	100%	11/11 (100%)
COL2A1__NM_001844__exon1	100%	3/3 (100%)
ATP6V0A2__NM_012463__exon1	100%	4/4 (100%)
ATP6V0A2__NM_012463__exon2	100%	2/2 (100%)
ATP6V0A2__NM_012463__exon3	100%	2/2 (100%)
ATP6V0A2__NM_012463__exon4	100%	3/3 (100%)
ATP6V0A2__NM_012463__exon5	100%	0/0 (100%)
ATP6V0A2__NM_012463__exon6	100%	1/1 (100%)
ATP6V0A2__NM_012463__exon7	100%	1/1 (100%)
ATP6V0A2__NM_012463__exon8	100%	1/1 (100%)
ATP6V0A2__NM_012463__exon9	100%	2/2 (100%)
ATP6V0A2__NM_012463__exon10	100%	2/2 (100%)
ATP6V0A2__NM_012463__exon11	100%	5/5 (100%)
ATP6V0A2__NM_012463__exon12	100%	2/2 (100%)
ATP6V0A2__NM_012463__exon13	100%	1/1 (100%)
ATP6V0A2__NM_012463__exon14	100%	1/1 (100%)
ATP6V0A2__NM_012463__exon15	100%	2/2 (100%)
ATP6V0A2__NM_012463__exon16	100%	1/1 (100%)
ATP6V0A2__NM_012463__exon17	100%	0/0 (100%)
ATP6V0A2__NM_012463__exon18	100%	3/3 (100%)
ATP6V0A2__NM_012463__exon19	100%	3/3 (100%)
ATP6V0A2__NM_012463__exon20	100%	1/1 (100%)
LTBP2__NM_000428__exon36	100%	2/2 (100%)
LTBP2__NM_000428__exon35	100%	0/0 (100%)
LTBP2__NM_000428__exon34	100%	1/1 (100%)
LTBP2__NM_000428__exon33	100%	1/1 (100%)
LTBP2__NM_000428__exon32	100%	0/0 (100%)
LTBP2__NM_000428__exon31	100%	0/0 (100%)
LTBP2__NM_000428__exon30	100%	0/0 (100%)
LTBP2__NM_000428__exon29	100%	1/1 (100%)
LTBP2__NM_000428__exon28	100%	0/0 (100%)
LTBP2__NM_000428__exon27	100%	0/0 (100%)
LTBP2__NM_000428__exon26	100%	0/0 (100%)
LTBP2__NM_000428__exon25	100%	0/0 (100%)
LTBP2__NM_000428__exon24	100%	1/1 (100%)
LTBP2__NM_000428__exon23	100%	0/0 (100%)
LTBP2__NM_000428__exon22	100%	0/0 (100%)
LTBP2__NM_000428__exon21	100%	0/0 (100%)
LTBP2__NM_000428__exon20	100%	0/0 (100%)
LTBP2__NM_000428__exon19	100%	0/0 (100%)
LTBP2__NM_000428__exon18	100%	0/0 (100%)
LTBP2__NM_000428__exon17	100%	1/1 (100%)
LTBP2__NM_000428__exon16	100%	0/0 (100%)
LTBP2__NM_000428__exon15	100%	0/0 (100%)
LTBP2__NM_000428__exon14	100%	0/0 (100%)
LTBP2__NM_000428__exon13	100%	0/0 (100%)
LTBP2__NM_000428__exon12	100%	0/0 (100%)
LTBP2__NM_000428__exon11	100%	0/0 (100%)
LTBP2__NM_000428__exon10	100%	0/0 (100%)
LTBP2__NM_000428__exon9	100%	1/1 (100%)
LTBP2__NM_000428__exon8	100%	0/0 (100%)
LTBP2__NM_000428__exon7	100%	2/2 (100%)
LTBP2__NM_000428__exon6	100%	1/1 (100%)
LTBP2__NM_000428__exon5	100%	1/1 (100%)
LTBP2__NM_000428__exon4	100%	1/1 (100%)
LTBP2__NM_000428__exon3	100%	0/0 (100%)
LTBP2__NM_000428__exon2	100%	0/0 (100%)
LTBP2__NM_000428__exon1	100%	2/2 (100%)
FBLN5__NM_006329__exon11	100%	1/1 (100%)
FBLN5__NM_006329__exon10	100%	4/4 (100%)
FBLN5__NM_006329__exon9	100%	1/1 (100%)
FBLN5__NM_006329__exon8	100%	2/2 (100%)
FBLN5__NM_006329__exon7	100%	2/2 (100%)
FBLN5__NM_006329__exon6	100%	2/2 (100%)
FBLN5__NM_006329__exon5	100%	0/0 (100%)
FBLN5__NM_006329__exon4	100%	6/6 (100%)
FBLN5__NM_006329__exon3	100%	0/0 (100%)
FBLN5__NM_006329__exon2	100%	0/0 (100%)
FBLN5__NM_006329__exon1	100%	0/0 (100%)
FBN1__NM_000138__exon66	100%	22/22 (100%)
FBN1__NM_000138__exon65	100%	16/16 (100%)
FBN1__NM_000138__exon64	100%	38/38 (100%)
FBN1__NM_000138__exon63	100%	31/31 (100%)
FBN1__NM_000138__exon62	100%	17/17 (100%)
FBN1__NM_000138__exon61	100%	17/17 (100%)
FBN1__NM_000138__exon60	100%	18/18 (100%)
FBN1__NM_000138__exon59	100%	17/17 (100%)
FBN1__NM_000138__exon58	100%	21/21 (100%)
FBN1__NM_000138__exon57	100%	16/16 (100%)
FBN1__NM_000138__exon56	100%	30/30 (100%)
FBN1__NM_000138__exon55	100%	21/21 (100%)
FBN1__NM_000138__exon54	100%	17/17 (100%)
FBN1__NM_000138__exon53	100%	26/26 (100%)
FBN1__NM_000138__exon52	100%	11/11 (100%)
FBN1__NM_000138__exon51	100%	35/35 (100%)
FBN1__NM_000138__exon50	100%	15/15 (100%)
FBN1__NM_000138__exon49	100%	19/19 (100%)
FBN1__NM_000138__exon48	100%	18/18 (100%)
FBN1__NM_000138__exon47	100%	32/32 (100%)
FBN1__NM_000138__exon46	100%	19/19 (100%)
FBN1__NM_000138__exon45	100%	23/23 (100%)
FBN1__NM_000138__exon44	100%	28/28 (100%)
FBN1__NM_000138__exon43	100%	5/5 (100%)
FBN1__NM_000138__exon42	100%	25/25 (100%)
FBN1__NM_000138__exon41	100%	18/18 (100%)
FBN1__NM_000138__exon40	100%	21/21 (100%)
FBN1__NM_000138__exon39	100%	14/14 (100%)
FBN1__NM_000138__exon38	100%	20/20 (100%)
FBN1__NM_000138__exon37	100%	21/21 (100%)
FBN1__NM_000138__exon36	100%	23/23 (100%)
FBN1__NM_000138__exon35	100%	21/21 (100%)
FBN1__NM_000138__exon34	100%	28/28 (100%)
FBN1__NM_000138__exon33	100%	27/27 (100%)
FBN1__NM_000138__exon32	100%	22/22 (100%)
FBN1__NM_000138__exon31	100%	24/24 (100%)
FBN1__NM_000138__exon30	100%	22/22 (100%)
FBN1__NM_000138__exon29	100%	26/26 (100%)
FBN1__NM_000138__exon28	100%	36/36 (100%)
FBN1__NM_000138__exon27	100%	30/30 (100%)
FBN1__NM_000138__exon26	100%	33/33 (100%)
FBN1__NM_000138__exon25	100%	29/29 (100%)
FBN1__NM_000138__exon24	100%	14/14 (100%)
FBN1__NM_000138__exon23	100%	12/12 (100%)
FBN1__NM_000138__exon22	100%	20/20 (100%)
FBN1__NM_000138__exon21	100%	24/24 (100%)
FBN1__NM_000138__exon20	100%	26/26 (100%)
FBN1__NM_000138__exon19	100%	25/25 (100%)
FBN1__NM_000138__exon18	100%	6/6 (100%)
FBN1__NM_000138__exon17	100%	23/23 (100%)
FBN1__NM_000138__exon16	100%	37/37 (100%)
FBN1__NM_000138__exon15	100%	20/20 (100%)
FBN1__NM_000138__exon14	100%	22/22 (100%)
FBN1__NM_000138__exon13	100%	17/17 (100%)
FBN1__NM_000138__exon12	100%	25/25 (100%)
FBN1__NM_000138__exon11	100%	9/9 (100%)
FBN1__NM_000138__exon10	100%	20/20 (100%)
FBN1__NM_000138__exon9	100%	9/9 (100%)
FBN1__NM_000138__exon8	100%	7/7 (100%)
FBN1__NM_000138__exon7	100%	24/24 (100%)
FBN1__NM_000138__exon6	100%	24/24 (100%)
FBN1__NM_000138__exon5	100%	15/15 (100%)
FBN1__NM_000138__exon4	100%	8/8 (100%)
FBN1__NM_000138__exon3	100%	18/18 (100%)
FBN1__NM_000138__exon2	100%	16/16 (100%)
SMAD3__NM_005902__exon1	100%	0/0 (100%)
SMAD3__NM_005902__exon2	100%	2/2 (100%)
SMAD3__NM_005902__exon3	100%	0/0 (100%)
SMAD3__NM_005902__exon4	100%	2/2 (100%)
SMAD3__NM_005902__exon5	100%	1/1 (100%)
SMAD3__NM_005902__exon6	100%	6/6 (100%)
SMAD3__NM_005902__exon7	100%	1/1 (100%)
SMAD3__NM_005902__exon8	100%	2/2 (100%)
SMAD3__NM_005902__exon9	100%	2/2 (100%)
MYH11__NM_002474__exon41	100%	0/0 (100%)
MYH11__NM_002474__exon40	100%	0/0 (100%)
MYH11__NM_002474__exon39	100%	0/0 (100%)
MYH11__NM_002474__exon38	100%	0/0 (100%)
MYH11__NM_002474__exon37	100%	1/1 (100%)
MYH11__NM_002474__exon36	100%	0/0 (100%)
MYH11__NM_002474__exon35	100%	0/0 (100%)
MYH11__NM_002474__exon34	100%	1/1 (100%)
MYH11__NM_002474__exon33	100%	2/2 (100%)
MYH11__NM_002474__exon32	100%	2/2 (100%)
MYH11__NM_002474__exon31	100%	0/0 (100%)
MYH11__NM_002474__exon30	100%	0/0 (100%)
MYH11__NM_002474__exon29	100%	0/0 (100%)
MYH11__NM_002474__exon28	100%	2/2 (100%)
MYH11__NM_002474__exon27	100%	0/0 (100%)
MYH11__NM_002474__exon26	100%	0/0 (100%)
MYH11__NM_002474__exon25	100%	0/0 (100%)
MYH11__NM_002474__exon24	100%	0/0 (100%)
MYH11__NM_002474__exon23	100%	0/0 (100%)
MYH11__NM_002474__exon22	100%	0/0 (100%)
MYH11__NM_002474__exon21	100%	0/0 (100%)
MYH11__NM_002474__exon20	100%	0/0 (100%)
MYH11__NM_002474__exon19	100%	0/0 (100%)
MYH11__NM_002474__exon18	100%	0/0 (100%)
MYH11__NM_002474__exon17	100%	1/1 (100%)
MYH11__NM_002474__exon16	100%	1/1 (100%)
MYH11__NM_002474__exon15	100%	0/0 (100%)
MYH11__NM_002474__exon14	100%	0/0 (100%)
MYH11__NM_002474__exon13	100%	0/0 (100%)
MYH11__NM_002474__exon12	100%	0/0 (100%)
MYH11__NM_002474__exon11	100%	0/0 (100%)
MYH11__NM_002474__exon10	100%	0/0 (100%)
MYH11__NM_002474__exon9	100%	0/0 (100%)
MYH11__NM_002474__exon8	100%	0/0 (100%)
MYH11__NM_002474__exon7	100%	1/1 (100%)
MYH11__NM_002474__exon6	100%	0/0 (100%)
MYH11__NM_002474__exon5	100%	0/0 (100%)
MYH11__NM_002474__exon4	100%	0/0 (100%)
MYH11__NM_002474__exon3	100%	0/0 (100%)
MYH11__NM_002474__exon2	100%	2/2 (100%)
COL1A1__NM_000088__exon51	100%	7/7 (100%)
COL1A1__NM_000088__exon50	100%	7/7 (100%)
COL1A1__NM_000088__exon49	100%	10/10 (100%)
COL1A1__NM_000088__exon48	100%	24/24 (100%)
COL1A1__NM_000088__exon47	100%	19/19 (100%)
COL1A1__NM_000088__exon46	100%	6/6 (100%)
COL1A1__NM_000088__exon45	100%	11/11 (100%)
COL1A1__NM_000088__exon44	100%	8/8 (100%)
COL1A1__NM_000088__exon43	100%	24/24 (100%)
COL1A1__NM_000088__exon42	100%	10/10 (100%)
COL1A1__NM_000088__exon41	100%	7/7 (100%)
COL1A1__NM_000088__exon40	100%	7/7 (100%)
COL1A1__NM_000088__exon39	100%	9/9 (100%)
COL1A1__NM_000088__exon38	100%	8/8 (100%)
COL1A1__NM_000088__exon37	100%	12/12 (100%)
COL1A1__NM_000088__exon36	100%	23/23 (100%)
COL1A1__NM_000088__exon35	100%	7/7 (100%)
COL1A1__NM_000088__exon34	100%	4/4 (100%)
COL1A1__NM_000088__exon33	100%	11/11 (100%)
COL1A1__NM_000088__exon32	100%	15/15 (100%)
COL1A1__NM_000088__exon31	100%	17/17 (100%)
COL1A1__NM_000088__exon30	100%	6/6 (100%)
COL1A1__NM_000088__exon29	100%	6/6 (100%)
COL1A1__NM_000088__exon28	100%	10/10 (100%)
COL1A1__NM_000088__exon27	100%	7/7 (100%)
COL1A1__NM_000088__exon26	100%	12/12 (100%)
COL1A1__NM_000088__exon25	100%	12/12 (100%)
COL1A1__NM_000088__exon24	100%	5/5 (100%)
COL1A1__NM_000088__exon23	100%	10/10 (100%)
COL1A1__NM_000088__exon22	100%	5/5 (100%)
COL1A1__NM_000088__exon21	100%	16/16 (100%)
COL1A1__NM_000088__exon20	100%	4/4 (100%)
COL1A1__NM_000088__exon19	100%	18/18 (100%)
COL1A1__NM_000088__exon18	100%	10/10 (100%)
COL1A1__NM_000088__exon17	100%	23/23 (100%)
COL1A1__NM_000088__exon16	100%	7/7 (100%)
COL1A1__NM_000088__exon15	100%	9/9 (100%)
COL1A1__NM_000088__exon14	100%	8/8 (100%)
COL1A1__NM_000088__exon13	100%	7/7 (100%)
COL1A1__NM_000088__exon12	100%	14/14 (100%)
COL1A1__NM_000088__exon11	100%	11/11 (100%)
COL1A1__NM_000088__exon10	100%	6/6 (100%)
COL1A1__NM_000088__exon9	100%	8/8 (100%)
COL1A1__NM_000088__exon8	100%	13/13 (100%)
COL1A1__NM_000088__exon7	100%	7/7 (100%)
COL1A1__NM_000088__exon6	100%	5/5 (100%)
COL1A1__NM_000088__exon5	100%	11/11 (100%)
COL1A1__NM_000088__exon4	100%	0/0 (100%)
COL1A1__NM_000088__exon3	100%	4/4 (100%)
COL1A1__NM_000088__exon2	100%	2/2 (100%)
COL1A1__NM_000088__exon1	100%	3/3 (100%)
PYCR1__NM_006907__exon7	100%	1/1 (100%)
PYCR1__NM_006907__exon6	100%	6/6 (100%)
PYCR1__NM_006907__exon5	100%	4/4 (100%)
PYCR1__NM_006907__exon4	100%	6/6 (100%)
PYCR1__NM_006907__exon3	100%	0/0 (100%)
PYCR1__NM_006907__exon2	100%	2/2 (100%)
PYCR1__NM_006907__exon1	100%	1/1 (100%)
ADAMTS10__NM_030957__exon26	100%	0/0 (100%)
ADAMTS10__NM_030957__exon25	100%	0/0 (100%)
ADAMTS10__NM_030957__exon24	100%	0/0 (100%)
ADAMTS10__NM_030957__exon23	100%	0/0 (100%)
ADAMTS10__NM_030957__exon22	100%	0/0 (100%)
ADAMTS10__NM_030957__exon21	100%	0/0 (100%)
ADAMTS10__NM_030957__exon20	100%	0/0 (100%)
ADAMTS10__NM_030957__exon19	100%	0/0 (100%)
ADAMTS10__NM_030957__exon18	100%	1/1 (100%)
ADAMTS10__NM_030957__exon17	100%	0/0 (100%)
ADAMTS10__NM_030957__exon16	100%	0/0 (100%)
ADAMTS10__NM_030957__exon15	100%	0/0 (100%)
ADAMTS10__NM_030957__exon14	100%	0/0 (100%)
ADAMTS10__NM_030957__exon13	100%	1/1 (100%)
ADAMTS10__NM_030957__exon12	100%	0/0 (100%)
ADAMTS10__NM_030957__exon11	100%	0/0 (100%)
ADAMTS10__NM_030957__exon10	100%	1/1 (100%)
ADAMTS10__NM_030957__exon9	100%	0/0 (100%)
ADAMTS10__NM_030957__exon8	100%	1/1 (100%)
ADAMTS10__NM_030957__exon7	100%	0/0 (100%)
ADAMTS10__NM_030957__exon6	100%	2/2 (100%)
ADAMTS10__NM_030957__exon5	100%	0/0 (100%)
ADAMTS10__NM_030957__exon4	100%	0/0 (100%)
ADAMTS10__NM_030957__exon3	100%	1/1 (100%)
LTBP4__NM_003573__exon1	100%	0/0 (100%)
LTBP4__NM_003573__exon2	100%	0/0 (100%)
LTBP4__NM_003573__exon3	100%	0/0 (100%)
LTBP4__NM_003573__exon4	100%	0/0 (100%)
LTBP4__NM_003573__exon5	100%	0/0 (100%)
LTBP4__NM_003573__exon6	100%	0/0 (100%)
LTBP4__NM_003573__exon7	100%	0/0 (100%)
LTBP4__NM_003573__exon8	100%	0/0 (100%)
LTBP4__NM_003573__exon9	100%	0/0 (100%)
LTBP4__NM_003573__exon10	100%	0/0 (100%)
LTBP4__NM_003573__exon11	100%	0/0 (100%)
LTBP4__NM_003573__exon12	100%	0/0 (100%)
LTBP4__NM_003573__exon13	100%	0/0 (100%)
LTBP4__NM_003573__exon14	100%	0/0 (100%)
LTBP4__NM_003573__exon15	100%	0/0 (100%)
LTBP4__NM_003573__exon16	100%	0/0 (100%)
LTBP4__NM_003573__exon17	100%	0/0 (100%)
LTBP4__NM_003573__exon18	100%	0/0 (100%)
LTBP4__NM_003573__exon19	100%	0/0 (100%)
LTBP4__NM_003573__exon20	100%	0/0 (100%)
LTBP4__NM_003573__exon21	100%	0/0 (100%)
LTBP4__NM_003573__exon22	100%	0/0 (100%)
LTBP4__NM_003573__exon23	100%	0/0 (100%)
LTBP4__NM_003573__exon24	100%	0/0 (100%)
LTBP4__NM_003573__exon25	100%	0/0 (100%)
LTBP4__NM_003573__exon26	100%	0/0 (100%)
LTBP4__NM_003573__exon27	100%	0/0 (100%)
LTBP4__NM_003573__exon28	100%	0/0 (100%)
LTBP4__NM_003573__exon29	100%	0/0 (100%)
LTBP4__NM_003573__exon30	100%	0/0 (100%)
LTBP4__NM_003573__exon31	100%	0/0 (100%)
LTBP4__NM_003573__exon32	100%	0/0 (100%)
LTBP4__NM_003573__exon33	100%	0/0 (100%)
TGFB1__NM_000660__exon7	100%	0/0 (100%)
TGFB1__NM_000660__exon6	100%	0/0 (100%)
TGFB1__NM_000660__exon5	100%	2/2 (100%)
TGFB1__NM_000660__exon4	100%	7/7 (100%)
TGFB1__NM_000660__exon3	100%	0/0 (100%)
TGFB1__NM_000660__exon2	100%	2/2 (100%)
TGFB1__NM_000660__exon1	100%	7/7 (100%)
RIN2__NM_018993__exon1	100%	0/0 (100%)
RIN2__NM_018993__exon2	100%	0/0 (100%)
RIN2__NM_018993__exon3	100%	0/0 (100%)
RIN2__NM_018993__exon4	100%	0/0 (100%)
RIN2__NM_018993__exon5	100%	0/0 (100%)
RIN2__NM_018993__exon6	100%	0/0 (100%)
RIN2__NM_018993__exon7	100%	1/1 (100%)
RIN2__NM_018993__exon8	100%	1/1 (100%)
RIN2__NM_018993__exon9	100%	0/0 (100%)
RIN2__NM_018993__exon10	100%	0/0 (100%)
RIN2__NM_018993__exon11	100%	0/0 (100%)
SLC2A10__NM_030777__exon1	100%	0/0 (100%)
SLC2A10__NM_030777__exon2	100%	17/17 (100%)
SLC2A10__NM_030777__exon3	100%	5/5 (100%)
SLC2A10__NM_030777__exon4	100%	0/0 (100%)
SLC2A10__NM_030777__exon5	100%	0/0 (100%)
MED12__NM_005120__exon1	100%	0/0 (100%)
MED12__NM_005120__exon2	100%	0/0 (100%)
MED12__NM_005120__exon3	100%	0/0 (100%)
MED12__NM_005120__exon4	100%	1/1 (100%)
MED12__NM_005120__exon5	100%	0/0 (100%)
MED12__NM_005120__exon6	100%	0/0 (100%)
MED12__NM_005120__exon7	100%	0/0 (100%)
MED12__NM_005120__exon8	100%	0/0 (100%)
MED12__NM_005120__exon9	100%	0/0 (100%)
MED12__NM_005120__exon10	100%	0/0 (100%)
MED12__NM_005120__exon11	100%	0/0 (100%)
MED12__NM_005120__exon12	100%	0/0 (100%)
MED12__NM_005120__exon13	100%	0/0 (100%)
MED12__NM_005120__exon14	100%	0/0 (100%)
MED12__NM_005120__exon15	100%	0/0 (100%)
MED12__NM_005120__exon16	100%	0/0 (100%)
MED12__NM_005120__exon17	100%	0/0 (100%)
MED12__NM_005120__exon18	100%	0/0 (100%)
MED12__NM_005120__exon19	100%	0/0 (100%)
MED12__NM_005120__exon20	100%	0/0 (100%)
MED12__NM_005120__exon21	100%	2/2 (100%)
MED12__NM_005120__exon22	100%	2/2 (100%)
MED12__NM_005120__exon23	100%	0/0 (100%)
MED12__NM_005120__exon24	100%	0/0 (100%)
MED12__NM_005120__exon25	100%	0/0 (100%)
MED12__NM_005120__exon26	100%	0/0 (100%)
MED12__NM_005120__exon27	100%	0/0 (100%)
MED12__NM_005120__exon28	100%	0/0 (100%)
MED12__NM_005120__exon29	100%	0/0 (100%)
MED12__NM_005120__exon30	100%	0/0 (100%)
MED12__NM_005120__exon31	100%	0/0 (100%)
MED12__NM_005120__exon32	100%	0/0 (100%)
MED12__NM_005120__exon33	100%	0/0 (100%)
MED12__NM_005120__exon34	100%	0/0 (100%)
MED12__NM_005120__exon35	100%	0/0 (100%)
MED12__NM_005120__exon36	100%	0/0 (100%)
MED12__NM_005120__exon37	100%	0/0 (100%)
MED12__NM_005120__exon38	100%	0/0 (100%)
MED12__NM_005120__exon39	100%	0/0 (100%)
MED12__NM_005120__exon40	100%	0/0 (100%)
MED12__NM_005120__exon41	100%	0/0 (100%)
MED12__NM_005120__exon42	100%	0/0 (100%)
MED12__NM_005120__exon43	100%	0/0 (100%)
MED12__NM_005120__exon44	100%	0/0 (100%)
MED12__NM_005120__exon45	100%	0/0 (100%)
